Wavelength (nm)/[Guest],,,,,,,,,,,,,,,,,,,,
,0,8.96516E-05,0.000179303,0.000358606,0.00053791,0.000717213,0.001075819,0.002151638,0.003227457,0.004303276,0.005737702,0.007172127,0.009323766,0.011475404,0.015061467,0.017930318,0.023309414,0.028688509,0.035860637,0.071721273
800,0.000304811,0.002200983,0.002748085,-0.000514567,0.002378016,0.001483597,0.001982075,0.002085611,0.001882879,0.000891184,0.001763459,0.000466716,0.000867839,-0.004654479,0.002997223,0.001139415,0.00234746,0.002634677,0.004736751,0.001799744
799,0.00096164,0.002853341,0.003427878,0.000170285,0.00310718,0.002113547,0.00281827,0.002764575,0.002482375,0.001752257,0.002679578,0.001301761,0.001777936,-0.003866102,0.003907593,0.001830262,0.003129628,0.003429756,0.005252813,0.002499922
798,0.001011403,0.00289076,0.003327699,0.000204262,0.002885808,0.002230722,0.002846123,0.002737378,0.002675176,0.001969593,0.00263887,0.001164565,0.001669121,-0.003733643,0.003894193,0.001683595,0.002889847,0.003339438,0.00548845,0.002580978
797,0.001016332,0.003015313,0.003428817,8.01E-05,0.003027642,0.00210257,0.002938684,0.002554001,0.002499896,0.001651841,0.002712111,0.001303994,0.001624869,-0.003836647,0.003964955,0.001817576,0.00303554,0.003276263,0.005378203,0.002496147
796,0.001149926,0.002887841,0.003427904,8.51E-05,0.003007988,0.00199916,0.002826633,0.002552491,0.002573765,0.001675383,0.002542597,0.001194518,0.001716937,-0.003733181,0.003939277,0.00176754,0.002872701,0.003186863,0.005392041,0.002489691
795,0.000998767,0.002666607,0.003487761,0.000184606,0.002862408,0.002186439,0.003034394,0.00235571,0.002482349,0.001663768,0.002753191,0.001282574,0.001697108,-0.003709364,0.003909865,0.001717145,0.00299618,0.003195416,0.005418041,0.002332027
794,0.000980216,0.002771374,0.003541598,0.000264298,0.002803237,0.001923309,0.002762725,0.002390978,0.002558532,0.001681984,0.002627098,0.001221125,0.001720186,-0.003731076,0.003892313,0.001600992,0.003014061,0.003010647,0.005299086,0.002330361
793,0.001057226,0.002838567,0.003397743,6.17E-05,0.002830307,0.001861327,0.002868089,0.002158628,0.002540357,0.001612632,0.002511977,0.0012981,0.001428171,-0.00374242,0.003989147,0.001472999,0.002999334,0.003034967,0.005320993,0.002332495
792,0.001019576,0.002917132,0.00336229,0.000115415,0.00282025,0.001865201,0.003158023,0.00217083,0.002442023,0.001437936,0.002627046,0.001395059,0.001631261,-0.003720759,0.003863008,0.001428586,0.002904232,0.002963678,0.005351942,0.002289685
791,0.001021781,0.002733888,0.003541519,8.89E-05,0.002787344,0.001761899,0.003122875,0.002021057,0.002666399,0.001465753,0.002474981,0.001351926,0.001506195,-0.003745294,0.003807565,0.001367324,0.002975824,0.002973061,0.005390468,0.002191434
790,0.000900574,0.002634624,0.003329291,0.000102236,0.002688095,0.001632457,0.003083977,0.001949856,0.002546659,0.001607721,0.00255158,0.001402044,0.001376621,-0.003635542,0.00390135,0.001275045,0.002884271,0.00284826,0.005240996,0.002072267
