Wavelength (nm)/Guest Conc (M),,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5.70E-06,1.14E-05,1.70E-05,2.26E-05,2.82E-05,3.37E-05,3.92E-05,4.47E-05,5.01E-05,5.83E-05,6.63E-05,7.43E-05,8.22E-05,9.00E-05,9.78E-05,0.000110661,0.000123324,0.000135819,0.000148148,0.000172324,0.000195876,0.000241206,0.000284314,0.000325359,0.000401826,0.000471616
800,0.002442544,0.005462628,0.006196548,0.002911529,0.003168297,0.002979134,0.003003374,0.003121129,0.004005109,0.003457675,0.003921149,0.00367879,0.004223654,0.005025998,0.004082919,0.003966471,0.003972244,0.003850576,0.004380856,0.005607666,0.004532726,0.003844935,0.00425463,0.003928907,0.004244121,0.003723695,0.003817775
799,0.003437714,0.006289091,0.00723661,0.003923839,0.00394936,0.003847808,0.004030373,0.004398481,0.004711655,0.004380908,0.004693102,0.004537435,0.005299191,0.006009605,0.00520196,0.004824926,0.004886285,0.004771506,0.00536599,0.006526447,0.005480061,0.004647704,0.005142599,0.004760357,0.005195541,0.00478365,0.004813278
798,0.003450343,0.006377214,0.007248533,0.004160821,0.004327203,0.004028519,0.003961142,0.004421493,0.005071933,0.004378817,0.005043517,0.004765643,0.005132305,0.006074781,0.005299427,0.005028459,0.005001121,0.004934561,0.005232062,0.006473737,0.005614012,0.004930451,0.00511452,0.004775144,0.005255774,0.004894662,0.004879531
797,0.003470669,0.006357408,0.007393669,0.003970572,0.004136542,0.004029041,0.004026245,0.00423194,0.004928749,0.00455912,0.004791188,0.004682897,0.005325422,0.006141331,0.005261014,0.005009972,0.005003399,0.004917649,0.00525656,0.006565944,0.005461947,0.004832831,0.005219827,0.004832857,0.005184355,0.004916313,0.00485707
796,0.003272715,0.006197572,0.007163601,0.003827177,0.004003986,0.003942438,0.003933478,0.004157501,0.004975773,0.004259257,0.00476779,0.004373979,0.005042575,0.005876975,0.005137806,0.004889034,0.0048171,0.004765277,0.005209007,0.006260964,0.005327413,0.004775013,0.005093435,0.004654219,0.004976192,0.004652675,0.004676172
795,0.003124205,0.006251431,0.007033039,0.003704897,0.003880011,0.003720484,0.003593953,0.004090131,0.00470964,0.004242971,0.004750307,0.004350081,0.004972317,0.005881829,0.004985278,0.004667511,0.004756667,0.004530634,0.005128691,0.006245837,0.005428369,0.004540783,0.004940348,0.004683525,0.004933122,0.004550122,0.004642157
794,0.003115028,0.005984304,0.006981345,0.003565008,0.003802603,0.003715914,0.00375205,0.003926034,0.004699592,0.004272014,0.0045784,0.004350917,0.004988185,0.005760754,0.004920528,0.004635878,0.004667982,0.004648044,0.004979151,0.006186123,0.00515106,0.004502882,0.004780404,0.004403815,0.004998371,0.004464957,0.004381483
793,0.003065415,0.006008792,0.006807107,0.003735261,0.003722729,0.003609562,0.003680852,0.003823573,0.004663429,0.004192132,0.004408783,0.004369978,0.004900605,0.005661111,0.004937258,0.004619317,0.004666726,0.00445583,0.00483893,0.006018871,0.005170471,0.004490746,0.00485728,0.004604143,0.004992034,0.004400572,0.004504399
792,0.002953019,0.005933681,0.00687185,0.003610632,0.003818533,0.003629191,0.003741423,0.003965269,0.004434307,0.004043594,0.004383445,0.00425808,0.004894531,0.005600219,0.004806159,0.004489647,0.004593887,0.00449187,0.00498698,0.006329302,0.005127957,0.004455699,0.00479514,0.004486666,0.00482846,0.00424833,0.004501025
791,0.002789168,0.005784756,0.006526683,0.003337638,0.003386369,0.003506863,0.003438967,0.003655217,0.004399552,0.003875283,0.004245664,0.004032751,0.004549729,0.005589967,0.004667642,0.004325268,0.004511775,0.004365743,0.004732067,0.006004094,0.004877541,0.004294,0.004553862,0.004405436,0.004704982,0.00408467,0.00419059
790,0.002778799,0.005664913,0.006417775,0.00342566,0.003433566,0.003386917,0.003368681,0.003609823,0.004204024,0.003855016,0.004114721,0.003875231,0.00455041,0.005297933,0.004472908,0.004218871,0.004203188,0.00414757,0.004633733,0.005822507,0.005030345,0.004137953,0.004463074,0.004169576,0.004671985,0.004103275,0.004146603
789,0.002655746,0.005396313,0.006389167,0.003303728,0.003555717,0.003255006,0.003255945,0.003592726,0.0042293,0.003664301,0.004046233,0.00375265,0.004393617,0.005379985,0.004528437,0.00413027,0.004255545,0.004110278,0.004602599,0.005713723,0.004795428,0.004003777,0.004454261,0.004017049,0.004440348,0.003962108,0.004069514
