Wavelength (nm)/Guest Conc (M),,,,,,,,,,,,,,,,,,,,,,,,,,
,0,1.28E-05,2.98E-05,4.67E-05,6.35E-05,8.02E-05,9.69E-05,0.000113374,0.000129805,0.000146144,0.000162393,0.000202623,0.000242302,0.000320051,0.000469411,0.000611111,0.000810541,0.001112006,0.001380342,0.001620726,0.001957265,0.002311516,0.00260863,0.002861398,0.00307906,0.003434751
800,0.00091689,-0.000852778,0.002095182,0.003524713,0.002237643,0.001796001,0.002049249,0.002216177,0.003195625,-1.82E-05,0.00357978,0.002549861,0.003479515,0.000712889,0.000784717,0.001120131,0.001888365,0.002241442,0.001757455,0.004152222,0.004945898,0.003148897,0.003311553,0.002483026,0.003610188,0.004676303
799,0.001914287,7.79E-05,0.002988596,0.004199816,0.003111508,0.002607696,0.003049096,0.003191166,0.004067424,0.000757566,0.004460825,0.00339203,0.004148041,0.001765668,0.001760912,0.001986573,0.003008249,0.003204282,0.002769525,0.004910553,0.006056747,0.004029015,0.004254526,0.003458614,0.004541882,0.005567338
798,0.002099448,0.000346467,0.003074279,0.004341766,0.003121624,0.002570614,0.003229266,0.003150722,0.004201619,0.000919225,0.004635721,0.003588942,0.004293294,0.001833511,0.001849966,0.00210244,0.002920337,0.003310953,0.00268984,0.005114913,0.006173415,0.004250656,0.004506046,0.003483194,0.004461061,0.005544108
797,0.001878382,0.000285797,0.003116644,0.004484913,0.003246269,0.002830802,0.003183551,0.003221703,0.004061936,0.001023857,0.004645899,0.003594971,0.004529718,0.00184027,0.001920943,0.002076351,0.002929198,0.003243218,0.002775178,0.005148231,0.006108567,0.004311176,0.004207083,0.003490944,0.004525664,0.005767075
796,0.001743264,0.000166893,0.002838853,0.004331517,0.003143943,0.002843517,0.003088148,0.003150983,0.004047461,0.000954791,0.00451337,0.003462397,0.004196131,0.001742562,0.001876302,0.001812273,0.002993105,0.003106163,0.002729954,0.005084137,0.006064176,0.004087465,0.004402377,0.003390908,0.004443408,0.005592353
795,0.001956227,0.000268184,0.002626343,0.004369142,0.002986875,0.002405737,0.002953383,0.002929016,0.004014436,0.000686858,0.004408417,0.003367664,0.004053392,0.001648696,0.001555474,0.001745005,0.0027286,0.003032334,0.002613998,0.004897594,0.00595869,0.004107587,0.004087544,0.003259205,0.004329634,0.005360145
794,0.001654309,-0.000105602,0.002804904,0.004201436,0.002873509,0.002366355,0.002868089,0.003005746,0.003828953,0.000642732,0.004351466,0.003325691,0.003907201,0.00157566,0.001647371,0.001860391,0.00259853,0.002851491,0.002324766,0.00478276,0.005825944,0.003927157,0.004045057,0.003247235,0.004227314,0.005351366
793,0.001548694,4.69E-05,0.002684214,0.004233404,0.002814726,0.00249797,0.002821292,0.002874864,0.003805998,0.000645143,0.004240462,0.003205612,0.0039235,0.00147635,0.001557916,0.001609981,0.002614207,0.002879685,0.002212925,0.004750569,0.005601504,0.003916526,0.003944136,0.003197268,0.004178645,0.005197349
792,0.001559241,-0.000177127,0.002600509,0.004029564,0.002672389,0.002307563,0.002775308,0.002610327,0.003727794,0.0004953,0.004328588,0.003258423,0.003828639,0.00124153,0.001477051,0.001469649,0.002487296,0.00276705,0.002329632,0.004668034,0.005779798,0.003824226,0.003954271,0.002944288,0.003984,0.005323666
791,0.001407083,-0.000300122,0.002424062,0.003967673,0.002513852,0.002175512,0.002630926,0.002694164,0.003551672,0.00047265,0.004100374,0.002976293,0.003923474,0.001201761,0.001201086,0.001440377,0.00255421,0.002718701,0.002179727,0.004641922,0.00569754,0.003818063,0.003845745,0.002989039,0.004085401,0.005092728
790,0.001336528,-0.000296397,0.002358209,0.003810985,0.002713986,0.002020511,0.002487452,0.002509399,0.003540162,0.000501649,0.003968613,0.002676687,0.003744008,0.00117095,0.001220035,0.001470324,0.00236115,0.002494221,0.001898791,0.004450312,0.005522662,0.003525,0.003670279,0.00292727,0.003776647,0.005053129
789,0.001220061,-0.000566533,0.002161282,0.003806468,0.002246802,0.002055309,0.002537988,0.002462355,0.003549062,0.000143924,0.003932224,0.002810636,0.003632689,0.001025544,0.001165551,0.001192831,0.002202518,0.002375725,0.002009172,0.004305791,0.005410807,0.003529071,0.003678581,0.00275392,0.003806494,0.004877306
788,0.001158387,-0.000726064,0.002123327,0.003719805,0.00225669,0.001859845,0.002418387,0.002375699,0.003137659,9.46E-05,0.003655165,0.002581525,0.003515892,0.001070979,0.001001777,0.001134639,0.001921541,0.002394492,0.00176507,0.004261923,0.005082985,0.003514013,0.003299398,0.002700598,0.003726097,0.004854584
787,0.000840813,-0.000704924,0.002011643,0.003552846,0.002213966,0.001896789,0.00209357,0.002308474,0.003154529,0.00012005,0.003756019,0.002616082,0.00336289,0.000782616,0.000944829,0.000975728,0.002089798,0.002309047,0.001845495,0.004130557,0.005140399,0.003249503,0.003456892,0.002708646,0.003420677,0.004561396
786,0.001011169,-0.000848024,0.001984363,0.003416345,0.002208944,0.001724942,0.00201107,0.002304935,0.00316861,-0.000138623,0.003674613,0.002506301,0.003454309,0.000773644,0.000848698,0.000889705,0.001842194,0.002087457,0.001732478,0.004086682,0.005251896,0.003118339,0.003239984,0.002707709,0.003516753,0.00455674
785,0.001085096,-0.00093255,0.002154232,0.003367168,0.002187194,0.001728372,0.002276622,0.002172963,0.003134661,-5.58E-05,0.003511795,0.002571135,0.003397874,0.000710763,0.000911365,0.000968775,0.001899519,0.002252657,0.00164363,0.00417266,0.005203034,0.003223215,0.003271725,0.002481984,0.003675109,0.004520825
784,0.00086081,-0.000747047,0.00194424,0.003543111,0.002052552,0.001789217,0.002114899,0.002170569,0.003010178,-0.000180336,0.00355984,0.002401468,0.003484734,0.000561493,0.000760055,0.000985976,0.002045218,0.002246828,0.001551422,0.00414318,0.005154282,0.003148688,0.003293268,0.002640198,0.003428426,0.004406535
783,0.000955751,-0.000659126,0.002013073,0.003492536,0.002082957,0.00176112,0.002068834,0.002171662,0.003162169,-0.000132619,0.003647542,0.002505989,0.003236098,0.000816278,0.000849606,0.00088597,0.001911661,0.002088133,0.001713844,0.003971069,0.005166437,0.003376325,0.003105251,0.002593608,0.003397717,0.004643596
782,0.001040645,-0.000906305,0.001970295,0.003507045,0.002070291,0.001703059,0.00224394,0.002397745,0.003048705,-0.000117248,0.003496842,0.002448375,0.003318857,0.000750357,0.000878578,0.000962471,0.001835851,0.002115185,0.001767124,0.004080828,0.005269529,0.003305997,0.003236568,0.002520152,0.00354105,0.004523362
781,0.001008185,-0.00079604,0.001911427,0.003673151,0.002271106,0.001924011,0.002184826,0.002236368,0.003235811,8.76E-05,0.003603037,0.002575692,0.003498825,0.000748801,0.000906307,0.000958709,0.001972297,0.002336945,0.001566334,0.004220151,0.005266909,0.003260744,0.003181908,0.002626056,0.003569132,0.004622849
780,0.000976428,-0.000731697,0.001924687,0.003609484,0.001969385,0.001837878,0.002325885,0.00209859,0.00312955,-2.44E-05,0.00361687,0.002465948,0.003299059,0.000768276,0.001007485,0.00090335,0.001927885,0.002329242,0.00163903,0.004078842,0.005311848,0.003280566,0.003293555,0.002771218,0.003606221,0.004542536
779,0.000962782,-0.000788754,0.001971049,0.003742572,0.001984857,0.001865201,0.002283466,0.002130455,0.003037469,-2.88E-05,0.003706281,0.002622332,0.003450473,0.000689424,0.000992203,0.001106143,0.001815627,0.002137687,0.001658753,0.004164506,0.005355821,0.003579363,0.003218234,0.002722139,0.003544547,0.004649928
778,0.000923869,-0.000824203,0.001995129,0.00359719,0.002193776,0.001885453,0.002043371,0.002145023,0.002996024,3.32E-05,0.003684403,0.002499532,0.003484395,0.00069824,0.000748568,0.001092726,0.00203908,0.002143644,0.001620608,0.004131211,0.005188101,0.003449299,0.003264265,0.002739358,0.003418589,0.004455568
777,0.001069682,-0.000778935,0.002095026,0.003521555,0.002121533,0.001851864,0.002259396,0.002304519,0.003230778,3.52E-05,0.003648926,0.002504036,0.003480298,0.0008633,0.001002529,0.001179489,0.002004959,0.002233792,0.001754856,0.004128754,0.005494925,0.003380107,0.003330699,0.002584884,0.003415015,0.004638756
776,0.001236597,-0.000752629,0.002107486,0.003706855,0.002032656,0.001862939,0.002291064,0.002145699,0.003162169,-0.00017366,0.003526017,0.002609207,0.003525052,0.000730624,0.000804893,0.001029046,0.002009822,0.002156001,0.00177817,0.004337086,0.005568754,0.00342506,0.003377551,0.002719482,0.003670488,0.004753448
775,0.001083695,-0.000624076,0.002206186,0.003712286,0.002223775,0.002142187,0.002374268,0.002377599,0.003246295,1.49E-05,0.003591056,0.002521142,0.003687353,0.000912532,0.00074027,0.001135859,0.002053124,0.002171428,0.001721615,0.004335622,0.005424961,0.003604472,0.003395004,0.002831454,0.003568766,0.004822099
774,0.001159062,-0.000575685,0.002061577,0.003775394,0.00213623,0.00213969,0.00232362,0.002369999,0.003101184,6.59E-05,0.003828378,0.00255322,0.003615565,0.000936346,0.000957334,0.001024558,0.002107772,0.002264028,0.00171044,0.004276249,0.005365256,0.003504123,0.003368498,0.002967458,0.003620969,0.004547009
773,0.001303111,-0.000697687,0.002293823,0.003765184,0.00242919,0.002078588,0.002423437,0.002395195,0.003275767,-9.71E-05,0.00396109,0.002827598,0.003590612,0.000975832,0.000939226,0.001205395,0.002225856,0.002356829,0.001914261,0.004344093,0.005444384,0.003506706,0.003482281,0.002748501,0.0036075,0.004824743
772,0.001412458,-0.000633537,0.002232465,0.004007434,0.002283102,0.002180507,0.002623921,0.002358703,0.003365003,0.000201465,0.003809288,0.002646709,0.0038482,0.000935464,0.001038076,0.001439338,0.002275087,0.002251694,0.001920215,0.004628421,0.005687914,0.003728864,0.003437636,0.002891958,0.003768657,0.004944929
771,0.001267776,-0.000587835,0.002014425,0.003909029,0.002244876,0.002094116,0.002364169,0.002286797,0.00336409,0.000139574,0.003879097,0.002615535,0.003469338,0.000959539,0.001109776,0.00128042,0.002193646,0.002491331,0.001866501,0.004341871,0.005821668,0.003681505,0.003565582,0.003074487,0.003755967,0.005045953
770,0.001294128,-0.000558519,0.002284038,0.003795239,0.002101347,0.002096379,0.002430674,0.002563974,0.003251147,0.000148689,0.003869929,0.002788907,0.003770406,0.000951523,0.001000116,0.001116109,0.002163181,0.002258121,0.001817576,0.00432132,0.005668585,0.003716019,0.003515344,0.002879294,0.003734844,0.004934535
769,0.001451675,-0.000563379,0.002261868,0.004031601,0.002415706,0.002219664,0.002386553,0.002444054,0.003365107,0.000212058,0.003917779,0.002698462,0.003786648,0.001066983,0.001041709,0.001115434,0.002319222,0.002447386,0.001980306,0.004529221,0.005794016,0.0037244,0.003538936,0.002990629,0.003677954,0.004879269
768,0.001265803,-0.000550866,0.002255701,0.003907749,0.002232309,0.002334733,0.002507342,0.002485838,0.003463781,0.000293387,0.003936064,0.002720629,0.003721815,0.001140245,0.001059743,0.001152937,0.002234625,0.002502656,0.001921541,0.004489255,0.005752018,0.003741266,0.003497912,0.003060175,0.003697665,0.004905553
767,0.001559293,-0.000367425,0.002383482,0.004206141,0.002326353,0.002227443,0.002612983,0.002590952,0.003545225,0.000208613,0.003865777,0.002909679,0.003855277,0.000991321,0.001344707,0.001225435,0.002215787,0.002443039,0.002035725,0.00468219,0.005798135,0.003836709,0.003649004,0.003073731,0.003968352,0.005114494
766,0.001432923,-0.000420857,0.002249612,0.004245977,0.002454623,0.00238002,0.002705521,0.002548872,0.00336709,0.000480243,0.003890824,0.002786537,0.003745496,0.001006135,0.001071836,0.001323182,0.002325858,0.002626577,0.001878564,0.004618688,0.005890383,0.00380289,0.003573725,0.003178623,0.003850942,0.005047629
765,0.001561813,-0.000386306,0.002352561,0.004132282,0.002534264,0.002340433,0.00251143,0.002566865,0.003439958,0.000458916,0.00415941,0.002885027,0.003849819,0.001213857,0.00127341,0.001334996,0.002382753,0.002420417,0.00193956,0.004486221,0.005916439,0.003784533,0.003702547,0.003282914,0.003892313,0.005011098
764,0.00172489,-0.000433115,0.00267166,0.003993692,0.002320836,0.002373982,0.002777106,0.002679682,0.003486795,0.000302117,0.004084304,0.00297976,0.00381109,0.001047002,0.001394591,0.001324818,0.00235912,0.002620926,0.002090344,0.004588786,0.005883246,0.00382843,0.00384094,0.003176224,0.003929952,0.005097311
763,0.001723044,-0.000271873,0.0026365,0.004130714,0.002455144,0.002515987,0.002687913,0.002813502,0.003634359,0.000424452,0.00399108,0.003041693,0.003846528,0.001178685,0.001294543,0.001543654,0.002436895,0.002693383,0.002293667,0.005056062,0.006040971,0.003900462,0.003666024,0.003226892,0.003981362,0.005119156
762,0.001699421,-0.000154149,0.002450276,0.004316457,0.002480787,0.002561969,0.002814231,0.002759052,0.003506419,0.000479647,0.004141298,0.002892193,0.004055378,0.001535185,0.001279277,0.001421081,0.002652699,0.002761397,0.002184098,0.004852856,0.006039449,0.003916578,0.003823181,0.00344108,0.004072388,0.005237983
761,0.001671641,-0.000316004,0.002420262,0.004258551,0.002464802,0.002482167,0.002771948,0.002749934,0.003685734,0.000485867,0.004092613,0.003166367,0.003949413,0.001383762,0.001373583,0.001417756,0.002491487,0.0026053,0.002272225,0.004775196,0.006005143,0.00420703,0.00389482,0.003404005,0.003976842,0.005252158
