Wavelength (nm)/Guest Conc (M),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,1.42E-05,2.84E-05,4.95E-05,7.04E-05,9.12E-05,0.000125348,0.000159059,0.000205479,0.000251018,0.000295699,0.000339547,0.000400788,0.000460441,0.000547074,0.000630462,0.000736906,0.000838288,0.00098163,0.001115427,0.001280553,0.001432212,0.001637848,0.001877788,0.002133497,0.002350492,0.002698882,0.002966299,0.003178032
800,0.001776143,0.001851058,0.001909737,0.001907137,0.001533419,0.002003139,0.001659142,0.001546694,0.002167161,0.003040963,0.001508351,0.000922442,0.001179334,0.001167134,0.000936476,0.000767835,0.001082553,0.000867658,0.001113539,0.00108943,0.001063739,0.001214428,0.001687727,0.001280471,0.001146708,0.001297347,0.00151617,0.001616893,0.00167806
799,0.002744802,0.002731856,0.002874708,0.002712137,0.002296894,0.002872649,0.002429346,0.002561527,0.003068622,0.003915977,0.002318389,0.001831613,0.002075545,0.001904485,0.001804787,0.001622323,0.001732712,0.001690481,0.001911349,0.001961532,0.001936205,0.002136516,0.002671321,0.002242743,0.002076273,0.002263143,0.002095209,0.00218519,0.002578817
798,0.002604571,0.002854565,0.002756603,0.002725239,0.002312898,0.00283617,0.002639078,0.002583426,0.003146602,0.003985332,0.002409537,0.001789711,0.002126969,0.00208418,0.002038404,0.001851708,0.001775129,0.001912259,0.001988784,0.002018222,0.001854646,0.002297232,0.002642021,0.00209461,0.001994817,0.002186829,0.002379525,0.002316308,0.002399229
797,0.002834424,0.002814231,0.002909757,0.002813033,0.002534056,0.00282864,0.002644443,0.002765669,0.00312577,0.003842977,0.002529213,0.001889223,0.002319248,0.002135267,0.001978954,0.00186949,0.002005115,0.002064074,0.002036427,0.002103454,0.001933371,0.00223041,0.00275926,0.0024124,0.002209725,0.002265017,0.002411047,0.002481802,0.002639026
796,0.002911737,0.002872206,0.003090338,0.002942959,0.002633192,0.003100193,0.002657309,0.002818452,0.00344742,0.004201332,0.002535436,0.002165652,0.002325989,0.002057156,0.002033775,0.001898661,0.002028937,0.002008704,0.002210141,0.002285886,0.002084986,0.002214772,0.002895007,0.002237721,0.002466468,0.002501875,0.00248917,0.002569443,0.002763559
795,0.003066275,0.003115888,0.003048392,0.002982314,0.002637021,0.002940743,0.002737639,0.002920832,0.003482281,0.004378424,0.002655434,0.002168072,0.002555277,0.002407715,0.00216573,0.00187014,0.002123952,0.00211633,0.002296425,0.002354825,0.002244928,0.00238697,0.003004443,0.002424166,0.002221433,0.002545903,0.002647334,0.00278203,0.002814023
794,0.003274489,0.003410867,0.003252816,0.003060749,0.002733653,0.003263378,0.002945773,0.002947024,0.003626033,0.004357323,0.002673223,0.002214044,0.002524527,0.00244421,0.002230566,0.002114587,0.002351702,0.002262232,0.002311103,0.002438535,0.002476101,0.002500521,0.003015,0.002571213,0.002352379,0.00268062,0.002871711,0.00282989,0.002861366
793,0.003228014,0.003365785,0.00343607,0.003191531,0.002996441,0.003297364,0.003119564,0.003007597,0.003654564,0.004578426,0.002950334,0.00228547,0.002629468,0.002430439,0.002437077,0.002259656,0.002469592,0.00232768,0.002481542,0.0025978,0.002490992,0.002712632,0.003377107,0.002723129,0.002539706,0.002719274,0.002835623,0.003036635,0.002909053
792,0.003441941,0.003582991,0.0034553,0.003292929,0.002905248,0.003398474,0.003224337,0.003290426,0.003941523,0.004673451,0.002972305,0.002581785,0.002840495,0.002619181,0.00235545,0.00223158,0.002462095,0.002512029,0.002474903,0.002719951,0.0025809,0.002824549,0.003338473,0.00269505,0.002715341,0.002788543,0.002973478,0.003049148,0.003205065
