Wavelength (nm)/Guest Conc (M),,,,,,,,,,,,,,,,,,,,,,,
,0,5.70E-05,0.000113636,0.000169972,0.000225989,0.00028169,0.000337079,0.000392157,0.000446927,0.000501393,0.000609418,0.000716253,0.000821918,0.000978261,0.001132075,0.001382979,0.001627297,0.001981982,0.002651797,0.003273596,0.00421646,0.005058698,0.006499518
800,0.003534029,0.005391831,0.0062409,0.004928487,0.005472328,0.006122008,0.006007296,0.005881567,0.005537212,0.005599511,0.00568836,0.005798318,0.00616202,0.006004408,0.006319715,0.006655911,0.00620587,0.006061419,0.005672624,0.006389193,0.005268979,0.006150625,0.006067562
799,0.004143128,0.00606302,0.006985975,0.005533411,0.006253899,0.006653572,0.006581686,0.006378212,0.006229214,0.00655036,0.006344721,0.006440264,0.006835822,0.006778841,0.006985107,0.007404517,0.006772215,0.006845867,0.006539061,0.007259747,0.006097882,0.006672629,0.006782417
798,0.004116994,0.006032152,0.006656305,0.005647369,0.006145768,0.006556457,0.006461388,0.006340439,0.005881698,0.006509918,0.006243079,0.006241136,0.006683749,0.00670775,0.006956908,0.007330664,0.006686719,0.006730885,0.006421453,0.007175076,0.006152174,0.006767272,0.006705042
797,0.003971017,0.005890042,0.006639509,0.005550348,0.006121483,0.006566312,0.006347216,0.006414544,0.005933864,0.006116705,0.006193633,0.00635662,0.006775422,0.006518905,0.006756387,0.007077397,0.006612016,0.006720369,0.006336709,0.006877373,0.005913605,0.00668685,0.006576351
796,0.003874265,0.005899567,0.006701993,0.005303986,0.005951027,0.006412757,0.006252691,0.00620025,0.005777621,0.006002991,0.006035721,0.00621548,0.006677624,0.006605472,0.006709827,0.007057138,0.006444704,0.006665953,0.006145873,0.006998339,0.005869104,0.006496517,0.006470453
795,0.003817593,0.005675509,0.006479491,0.005376001,0.006035564,0.006514596,0.006341779,0.006067877,0.005868631,0.006120538,0.005915784,0.006177695,0.006422031,0.006427312,0.006749761,0.007145207,0.006433564,0.006591148,0.006167376,0.007009493,0.005863095,0.006512073,0.00642697
794,0.003768839,0.005731716,0.006481934,0.005219224,0.005902847,0.006260964,0.006152804,0.006064937,0.005734628,0.006024225,0.005802883,0.006157163,0.006516093,0.006423949,0.006713612,0.006939312,0.006357644,0.006421637,0.006190929,0.006794354,0.005728148,0.006434747,0.006483852
793,0.003646576,0.005658567,0.006478571,0.004989337,0.005739847,0.006333846,0.006106309,0.006071998,0.005749972,0.005843679,0.005655918,0.00613209,0.006285703,0.00619366,0.006533989,0.006801453,0.006216426,0.006533016,0.006052941,0.006833981,0.005885896,0.006278113,0.006389351
792,0.003739099,0.005606355,0.006369123,0.005060854,0.005716372,0.006093787,0.005821274,0.005890252,0.005524104,0.005866584,0.005766577,0.005898596,0.006242108,0.006214903,0.006350026,0.006726994,0.006126103,0.006280266,0.00599643,0.006742952,0.005709369,0.006406163,0.006259598
791,0.00353048,0.005606932,0.00631152,0.005055486,0.005626154,0.006294764,0.005998188,0.005847248,0.00537545,0.005917017,0.00559133,0.005783812,0.006286517,0.006042257,0.006416645,0.006689216,0.006171578,0.006199016,0.005873065,0.006728597,0.005444751,0.00608326,0.006151702
