Wavelength (nm)/Guest Conc (M),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,1.71E-05,3.41E-05,5.10E-05,6.78E-05,9.28E-05,0.000117647,0.000150418,0.000182825,0.000238683,0.000293478,0.000369973,0.000444444,0.000516971,0.000587629,0.000723618,0.000852941,0.000976077,0.001150115,0.0013125,0.001512821,0.001740365,0.001945946,0.002132597,0.002382429,0.00266931,0.002914034,0.003125257,0.003471403,0.003743149
800,0.00127894,0.002490029,0.001946658,0.001731907,0.001993205,0.002092243,0.002211728,0.002576604,0.002538118,0.002632515,0.001882619,0.002837342,0.001654231,0.003058481,0.002639026,0.002753634,0.00311508,0.002817566,0.003615696,0.002807405,0.002979838,0.003142769,0.00282124,0.003091641,0.003585079,0.003867265,0.003962604,0.003327752,0.006309761,0.004486613
799,0.002289737,0.003236333,0.002774631,0.002487764,0.002832782,0.002850396,0.003094796,0.003405283,0.00349585,0.003462267,0.002798625,0.003539484,0.002498959,0.003741971,0.003458745,0.003718839,0.004050675,0.003872567,0.004337269,0.003639163,0.003875623,0.003996226,0.003698605,0.004160115,0.00451936,0.004622953,0.004939667,0.004284118,0.007200341,0.005443257
798,0.002405841,0.003357255,0.003009213,0.002776689,0.0028474,0.003080118,0.003347368,0.003541258,0.003545486,0.00354653,0.002919243,0.003900331,0.00261228,0.003940139,0.003749752,0.003905398,0.004217512,0.003958216,0.004545858,0.003765993,0.00392619,0.003971957,0.003695211,0.004046024,0.004786529,0.004856102,0.005056612,0.004474843,0.00745526,0.005512647
797,0.002223306,0.003274281,0.002889821,0.002712918,0.002845576,0.003156771,0.0032476,0.003554673,0.003629687,0.003571272,0.002798469,0.003805005,0.002542701,0.003741606,0.003568766,0.003792863,0.004357166,0.003693671,0.004568773,0.003797354,0.00399944,0.004038917,0.003730039,0.004080306,0.004716705,0.004826732,0.004833302,0.004570473,0.007390141,0.005476286
796,0.002161126,0.003214583,0.002589467,0.002546476,0.002717685,0.002922735,0.003128533,0.003475601,0.00346866,0.003471009,0.002582228,0.003668295,0.00234746,0.003775681,0.003621021,0.003723408,0.004156299,0.003755575,0.004375051,0.003747872,0.003882649,0.003749674,0.003600844,0.00397065,0.004525978,0.004710922,0.00500497,0.004464068,0.007207131,0.005295418
795,0.001831275,0.003188975,0.002602983,0.002543248,0.002495861,0.002871007,0.003027981,0.003257693,0.003344446,0.003205612,0.002607827,0.003527583,0.002330725,0.003654695,0.003378855,0.003642817,0.004097839,0.003712755,0.00451902,0.003620133,0.003652476,0.003748081,0.003650178,0.003986639,0.004647024,0.004648672,0.004884426,0.004389459,0.007075161,0.005220692
794,0.001878668,0.003159379,0.002691689,0.002573895,0.002649339,0.002723624,0.003049695,0.003303989,0.003213201,0.003268803,0.002474643,0.003456814,0.002259214,0.003486221,0.003433174,0.003735888,0.004060787,0.003618358,0.004306915,0.003535673,0.003688319,0.003738734,0.003535804,0.003941445,0.004593704,0.004715423,0.004710556,0.004249846,0.007282753,0.005335537
793,0.001827792,0.003057073,0.002545825,0.002389885,0.002494924,0.002734487,0.002969516,0.003155207,0.003171191,0.003066588,0.002571526,0.003385691,0.00216495,0.003510386,0.003413293,0.003421642,0.004071369,0.00360027,0.004299124,0.003404918,0.003620916,0.003668008,0.003498408,0.00389435,0.004394689,0.004422068,0.004725576,0.004317608,0.007097368,0.005104174
792,0.001813755,0.002893834,0.002428956,0.002122469,0.002409225,0.002509425,0.002873222,0.00300069,0.00313951,0.003105929,0.002255753,0.003290347,0.002083113,0.003268256,0.003183525,0.003305397,0.003910204,0.003452769,0.004132204,0.003495459,0.00358534,0.003464146,0.003288913,0.003783305,0.004471888,0.004414014,0.004741592,0.004017728,0.006972849,0.005145743
