Wavelength (nm)/Guest Conc (M),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,1.42E-05,2.84E-05,4.25E-05,5.65E-05,7.04E-05,8.43E-05,9.80E-05,0.00011855,0.000138889,0.000165746,0.000192308,0.000218579,0.000244565,0.00027027,0.000308311,0.000345745,0.000382586,0.000418848,0.000478036,0.000535714,0.00059194,0.000700246,0.000803357,0.000995423,0.001170678,0.001331237,0.001582031,0.001800731,0.001993127
800,0.002773094,0.000949032,0.000649006,0.000726813,0.000452697,0.001163345,0.000610535,0.000694843,-0.000240259,0.000245857,0.000799343,0.001245475,0.001150264,-0.000189185,0.000847349,0.002929485,0.00153012,0.001915821,0.001661871,0.002967484,0.003079597,0.001833459,0.002424895,0.002620145,0.003023628,0.002316386,0.003955185,0.002408001,0.002530437,0.002250471
799,0.003423964,0.001917719,0.001399551,0.001622557,0.001079283,0.001972635,0.001453052,0.001559059,0.000652143,0.00102339,0.001546408,0.002020303,0.001678865,0.000669772,0.001514793,0.003425138,0.002290154,0.002688225,0.002437911,0.003737689,0.003750274,0.00255999,0.003061452,0.003422059,0.003535778,0.003049357,0.004623372,0.003050451,0.003174868,0.002951637
798,0.003413919,0.001798211,0.00140916,0.001610657,0.001266841,0.00174407,0.001166693,0.001538874,0.000609965,0.000980657,0.0015946,0.002062514,0.001814301,0.000645713,0.001725175,0.003458666,0.002411932,0.002648688,0.002374372,0.003755079,0.00394377,0.002521402,0.002966258,0.003282705,0.003700955,0.002965398,0.00447942,0.003119434,0.003062834,0.003019926
797,0.003414076,0.002039262,0.001426534,0.001433495,0.001190936,0.001979214,0.001355561,0.001588807,0.000700962,0.000827223,0.001732712,0.002128842,0.001729697,0.000674076,0.001523548,0.003573882,0.002366147,0.002816707,0.002508071,0.003887742,0.003936822,0.002613478,0.003092841,0.003453996,0.003551593,0.003024905,0.004596817,0.003158649,0.003229422,0.003096204
796,0.003454204,0.001737754,0.001265959,0.0013519,0.001198464,0.001842298,0.001413965,0.001554227,0.000542417,0.001069734,0.001722239,0.002115914,0.001770762,0.000541898,0.00149261,0.003738029,0.002268321,0.002792659,0.002411229,0.003723643,0.003706698,0.002619025,0.002985468,0.003381751,0.003628826,0.002951741,0.004547715,0.003063199,0.003140319,0.002928338
795,0.003504723,0.001822463,0.001471856,0.001592963,0.001297036,0.001920865,0.001220139,0.001542199,0.000618494,0.000945193,0.001637965,0.001957657,0.001832055,0.000713356,0.001562073,0.003276184,0.002469332,0.002692132,0.00246285,0.003702129,0.003777796,0.002466781,0.002925315,0.00331557,0.003648847,0.002862904,0.004442571,0.00303773,0.002964617,0.002901235
794,0.003459527,0.001909996,0.001354626,0.001592392,0.00129431,0.001968761,0.001280056,0.001397422,0.000716726,0.000949369,0.001613463,0.002027923,0.001683465,0.000624145,0.001620816,0.003500887,0.002361488,0.002876844,0.002521506,0.003602854,0.003935463,0.002564052,0.003143578,0.003280227,0.003632976,0.00282877,0.00454748,0.003219095,0.003189575,0.002897326
793,0.00342446,0.001780847,0.001273799,0.001529808,0.001054787,0.001941978,0.001227174,0.001631599,0.00040717,0.000919433,0.001595302,0.001987848,0.001676267,0.000418104,0.00129971,0.003542067,0.002419819,0.002627228,0.002588843,0.003627312,0.003567279,0.002524553,0.002915177,0.003191531,0.003532907,0.002877261,0.004536807,0.002953931,0.003060019,0.002811965
792,0.003291391,0.001706074,0.001260065,0.001506325,0.001287845,0.001905993,0.00128029,0.001316483,0.000607891,0.000895594,0.001598264,0.001887871,0.001709712,0.000351182,0.001417497,0.00339216,0.002239386,0.002661893,0.002278366,0.003597059,0.003688423,0.002326743,0.002903085,0.002973322,0.003536065,0.002779607,0.004326758,0.002896284,0.002897379,0.002757489
791,0.003355559,0.001587663,0.001317547,0.001500013,0.001282574,0.001902483,0.001115486,0.001320715,0.000505407,0.000730521,0.001632846,0.001928873,0.001730867,0.000526944,0.001536536,0.003412067,0.002371509,0.002602462,0.002383299,0.00352881,0.003707847,0.002300537,0.00281569,0.003233386,0.003677667,0.002812225,0.004494983,0.003014843,0.002754024,0.002894225
790,0.00336375,0.001586884,0.001265284,0.001541368,0.001086576,0.001730867,0.001233716,0.001429521,0.000469437,0.000776289,0.001422509,0.001846613,0.001515677,0.000526503,0.001206744,0.003186524,0.002371691,0.002583374,0.002247635,0.003576361,0.003637335,0.002367813,0.002878043,0.003188688,0.003395891,0.00288573,0.004269269,0.002894564,0.003026469,0.002825669
789,0.003247156,0.001692846,0.001209392,0.001429625,0.00120594,0.001737157,0.001037194,0.001302566,0.000402713,0.000804374,0.001318222,0.001822801,0.001550201,0.000426318,0.001356756,0.003368029,0.002124082,0.002548195,0.002304388,0.00359839,0.003654355,0.002300095,0.002745948,0.003097638,0.00353001,0.002661372,0.004248382,0.002790601,0.002840834,0.002749648
