Wavelength (nm)/Guest Conc (M),,,,,,,,,,,,,,,,,,,,,,,
,0,1.42E-05,2.84E-05,4.25E-05,5.65E-05,7.04E-05,8.43E-05,9.80E-05,0.000111732,0.000132128,0.000152355,0.000172414,0.000192308,0.000225102,0.000257453,0.000289367,0.000351926,0.000412844,0.000530013,0.000641345,0.000848161,0.00103624,0.001208017
800,0.006161022,0.003375829,0.002160449,0.002994251,0.00291549,0.002365523,0.002507317,0.001532068,0.002544263,0.002636369,0.002889926,0.00209924,0.00327668,0.003793672,0.001876276,0.003505245,0.003355872,0.002541841,0.003369829,0.003162404,0.003507045,0.002468811,0.00249219
799,0.006921189,0.004207187,0.002899646,0.003682053,0.003492145,0.002974599,0.003380029,0.002342645,0.003306102,0.003410293,0.00349739,0.002799615,0.003977469,0.004602337,0.002584337,0.004244696,0.004150288,0.003321752,0.004063086,0.003839477,0.00419519,0.0031696,0.003363672
798,0.007063347,0.004120574,0.002966415,0.003575526,0.003567566,0.002979473,0.003160344,0.002459049,0.003379299,0.003461824,0.003436201,0.002759339,0.004002627,0.004546407,0.002613686,0.004094259,0.004235574,0.003342386,0.004017989,0.00403134,0.004177234,0.003316248,0.003385169
797,0.006995524,0.004300745,0.003038695,0.003609875,0.003595545,0.003060644,0.003205273,0.002325624,0.003221911,0.003315648,0.003495694,0.002742849,0.004126114,0.004587634,0.002578843,0.0039927,0.004256799,0.003203187,0.004142056,0.003939486,0.004207736,0.003141335,0.003355246
796,0.006821727,0.004165734,0.00292985,0.003604185,0.003533064,0.003006971,0.003153225,0.002284325,0.003376794,0.003315961,0.003560884,0.002829291,0.00408318,0.004586222,0.002672311,0.004037062,0.00431583,0.00327788,0.004058879,0.004042679,0.004100191,0.003199667,0.003411258
795,0.006927844,0.004227157,0.002821943,0.003738447,0.00358748,0.002996806,0.003315935,0.002233011,0.003240506,0.003431974,0.003418302,0.002764887,0.004140984,0.004471653,0.002483624,0.003898764,0.004200261,0.003328482,0.004046259,0.004013679,0.004209644,0.003279053,0.003455431
794,0.006929317,0.003993092,0.002933576,0.003676571,0.00337189,0.002997588,0.003139197,0.002237331,0.003272898,0.003364533,0.003484838,0.002851855,0.004034894,0.004452979,0.002507004,0.003939773,0.00424237,0.003179874,0.004139103,0.003895995,0.004163826,0.003254876,0.003506106
793,0.006948807,0.004084487,0.002878408,0.00344048,0.003362759,0.002792138,0.003304667,0.002215969,0.003293686,0.00321474,0.003504123,0.002766581,0.004103588,0.004475707,0.002581551,0.003870321,0.004257453,0.003225927,0.003944005,0.003961037,0.004158181,0.003201753,0.003300702
792,0.006731305,0.003971539,0.002848676,0.003604133,0.003429365,0.002919191,0.003159222,0.002111388,0.003158127,0.003278767,0.003456083,0.002759286,0.003907096,0.004429312,0.002490498,0.003719074,0.004152196,0.00323855,0.003988885,0.003814224,0.004140384,0.003242801,0.003296451
