Wavelength (nm)/Guest Conc (M),,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,2.99E-05,5.97E-05,7.45E-05,8.92E-05,0.00010396,0.000133286,0.000162447,0.000191445,0.00022028,0.000263231,0.000305825,0.000376033,0.00044528,0.000513587,0.000607672,0.000739044,0.000866972,0.001113027,0.00145941,0.001781139,0.002269317,0.002705726,0.003098187,0.003775389,0.004339061,0.005223618,0.005886064
800,0.003115888,0.001688896,0.002298507,0.00232539,0.002552856,0.00294705,0.002186465,0.003132549,0.002879476,0.00283729,0.00351905,0.003399831,0.00394539,0.004475131,0.005755717,0.005167066,0.006167376,0.006326413,0.007080713,0.006474683,0.007991702,0.008374214,0.007623699,0.006509682,0.006816783,0.006868589,0.008488525,0.006739876
799,0.004153372,0.002407168,0.003154112,0.003074148,0.003328717,0.003673569,0.003032673,0.00385943,0.003413997,0.003679443,0.004097656,0.00426323,0.00479904,0.005261092,0.006535198,0.005884663,0.007004416,0.007215448,0.007831659,0.00731816,0.008812456,0.008965039,0.008505656,0.007310999,0.007782375,0.007750092,0.00924995,0.007771069
798,0.004094678,0.00253114,0.003107806,0.003195494,0.003294833,0.003592674,0.002898369,0.00400119,0.003454674,0.003691556,0.004167851,0.004246579,0.004737641,0.005270525,0.00643966,0.005964831,0.006902699,0.007070819,0.007847948,0.007261563,0.008845874,0.009129968,0.008448984,0.007269986,0.007762504,0.00779065,0.009203782,0.007843731
797,0.004086734,0.00233325,0.003169001,0.003055326,0.003420181,0.003515474,0.002948562,0.004093868,0.003618228,0.003503653,0.004266524,0.004403266,0.004859531,0.005157268,0.006633726,0.00604378,0.006914745,0.007165181,0.00787088,0.007355149,0.008998601,0.009258968,0.008404907,0.007346435,0.007846051,0.007793549,0.009201827,0.007711646
796,0.004132439,0.00249107,0.003317657,0.002989065,0.003198858,0.003737611,0.002908688,0.004144513,0.00346151,0.003743303,0.004300928,0.004086708,0.004957314,0.005341276,0.006515226,0.006153303,0.006925345,0.007211606,0.007995631,0.007484702,0.008957534,0.009190192,0.008405039,0.007537668,0.007829499,0.007900905,0.009212111,0.007873964
795,0.004054019,0.0026053,0.003214166,0.003191244,0.003306806,0.003798373,0.002859282,0.004042967,0.003704427,0.003679312,0.004173575,0.004164767,0.00486084,0.005422681,0.006550886,0.006175332,0.007032854,0.007193024,0.007982422,0.007333534,0.009014114,0.009407448,0.008426575,0.007462107,0.007928479,0.007852587,0.009321935,0.007865345
794,0.004248252,0.002464854,0.003214766,0.003173199,0.003437218,0.003654486,0.002971914,0.004307255,0.003728447,0.003800618,0.004257427,0.004395473,0.004960587,0.005420558,0.006716057,0.006061603,0.007187734,0.007268512,0.008053247,0.007535692,0.009125103,0.009343569,0.008386275,0.007525709,0.008169213,0.007745296,0.009287396,0.007720315
793,0.004113362,0.002433563,0.00316548,0.00311654,0.003255267,0.003578528,0.002923308,0.003951868,0.003666337,0.003729099,0.004194196,0.004332275,0.004981848,0.005395579,0.006658908,0.006068507,0.007110604,0.007252745,0.007952312,0.007439065,0.008990567,0.009407528,0.008375983,0.007432982,0.007929218,0.008078141,0.009304401,0.007809889
792,0.004120156,0.002450224,0.003186107,0.003119799,0.003268621,0.003526304,0.002991723,0.004012163,0.003512786,0.003707638,0.004170125,0.004345792,0.004855369,0.005311507,0.006556904,0.006122612,0.007029014,0.007209552,0.008000984,0.007430717,0.0090522,0.009381869,0.008442253,0.007483254,0.007960749,0.007872435,0.009362084,0.007799953
791,0.004034475,0.002394726,0.002975146,0.003094353,0.003311814,0.003538074,0.003035853,0.004088955,0.003639136,0.003770015,0.004130766,0.004366841,0.004787079,0.005335301,0.006613646,0.006394736,0.007081897,0.007207658,0.008153703,0.007356729,0.009120001,0.009264706,0.008738285,0.007562585,0.007917434,0.008020285,0.00925315,0.007865977
790,0.00429081,0.002320159,0.003218808,0.003130098,0.003277828,0.003548148,0.002859438,0.003931571,0.003406014,0.003687849,0.004095906,0.004387132,0.004912936,0.005491595,0.006687823,0.006127967,0.007081528,0.007202078,0.008162276,0.007420131,0.009134303,0.009196221,0.008458935,0.007462238,0.008055251,0.007938735,0.009275627,0.007757207
789,0.004277007,0.00245543,0.003247834,0.003238706,0.003343455,0.003484682,0.002900766,0.00396796,0.003606873,0.00361071,0.004214088,0.004358631,0.004960063,0.00540166,0.006556063,0.006145427,0.007031039,0.007123418,0.008183299,0.00737121,0.009113075,0.009293002,0.008616093,0.007514411,0.007919727,0.008121551,0.009446388,0.007811681
788,0.004012372,0.002452098,0.002951872,0.002991906,0.003262674,0.00357276,0.002713908,0.003918041,0.003636396,0.003643052,0.004192132,0.004362029,0.00486029,0.005349269,0.006681041,0.006394919,0.007062453,0.007163628,0.008076848,0.007450757,0.009019929,0.009335714,0.008600514,0.007431191,0.008048632,0.008013376,0.009329128,0.00778248
787,0.00397551,0.002386657,0.003087548,0.003039477,0.00303687,0.003541806,0.002969126,0.003939983,0.003591813,0.003839425,0.004338289,0.004326236,0.00496708,0.005462969,0.006670868,0.006169109,0.007151154,0.007196025,0.00820369,0.007420895,0.009262273,0.009346056,0.008397253,0.007713095,0.008163041,0.007907284,0.009311911,0.007768565
